query,reference,prediction
ED_aapmoal,HS-heurde-ze-wat-gezang,0.7348802756281256
ED_aapmoal,HS-en-dikke-tulpenbollen-dij-hail-groot-en-staark-waren-zeden-t-zulfde,0.8391172796378952
ED_aapmoal,RB-geert-geft-zien-braifie-aan-gruinteboer-appel,0.7081529061203433
ED_aapmoal,RB-hai-hoalt-zien-snoepies-te-veurschien,0.7331046060469268
ED_aapmoal,GD-en-t-doppie-van-n-colavlezze-druig-e-as-krountje,0.7676082535675189
ED_aapmoal,RB-hai-dut-baaide-handen-veur-zien-ogen-en-telt-of,0.7397129254441901
ED_aapmoal,GD-haar-ze-nou-dreumd,0.7605408889495096
ED_aapmoal,OV-en-toun-bluizen-ze-aal-de-popkes-ain-veur-ain-leven-ien,0.7902013541122875
ED_aapmoal,HS-och-t-zol-wel-n-kestaanjetak-wezen-onnaaierde-ze,0.7880290472429337
ED_aapmoal,GD-paulien-woonde-aan-aaine-kaande-en-alfred-aan-daander-kaande,0.7446158114346892
ED_aapmoal,HS-en-wos-persies-wat-der-gebeurd-was,0.6881124552332993
ED_aapmoal,HS-en-lekker-dreumen-over-van-ales-en-nog-wat,0.7877818587188973
ED_aapmoal,GD-t-leken-net-vogels,0.7833713937735238
ED_aapmoal,GD-ze-stapte-t-grode-teneel-op-en-ging-op-t-krukje-zitten-achter-n-grode-widde-vleugelpioano,0.7791091629758963
ED_aapmoal,OV-vandage-is-t-bevriejdingsdag,0.80456546556511
ED_aapmoal,GD-doalek-het-dij-hond-ale-honden-in-de-buurt-verteld-hou-flink-t-swaarde-hondje-is,0.7776421997867704
ED_aapmoal,HS-t-leek-hail-nait-op-n-wit-wief,0.7667098793347711
ED_aapmoal,GD-op-n-dag-haar-t-routswaarde-hondje-n-plan,0.7651515479102732
ED_aapmoal,RB-de-drinkbakjes-warren-krekt-bijvuld-zo-t-leek,0.7300096835580522
ED_aapmoal,HS-hai-prout-mit-n-swoare-stem-en-bromde,0.7912451063107161
ED_aapmoal,RB-den-slokt-hai-n-moal-of-wat,0.7502228337051452
ED_aapmoal,GD-ze-haar-n-prachtege-lichtblaauwe-laange-jurk-aan,0.7443971701000782
ED_aapmoal,GD-inains-docht-ze-aan-heur-pioanoles-dij-ze-vanmiddag-haildal-verbruddeld-haar,0.7782679026973445
ED_aapmoal,HS-mor-dij-is-toch-soavends-dicht,0.7631580813819564
ED_aapmoal,GD-hai-schoof-wat-noar-ondern-tou-en-visde-de-kopstubber-mit-zien-blode-vouten-noar-zok-tou,0.7468572865796775
ED_aapmoal,RB-de-muskes-werden-wat-driester-en-duurfden-allerdeegs-op-t-bredje-stoan-om-te-kieken-wat-der-zo-aal-omweg-ging,0.7599283580009749
ED_aapmoal,HS-wel-dat-dudelk-vernemen-kon-was-swaarde-mol,0.8717760196202834
ED_aapmoal,GD-t-wor-stil-in-de-zoal-en-paulien-begon-te-speulen,0.788666931400247
ED_aapmoal,GD-of-was-de-widde-staine-n-echte-toverstaine,0.7881367265329806
ED_aapmoal,HS-mor-gain-spoor-van-n-doader-vanzulf,0.7634596755837353
ED_aapmoal,HS-om-op-hoes-aan-te-goan,0.7997054063339201
ED_aapmoal,RB-ze-wissen-ja-niet-haalf-wat-die-mannen-van-plan-warren,0.7428165910466848
ED_aapmoal,HS-alle-mooie-koamers,0.8360820228054242
ED_aapmoal,RB-hiel-veurzichteg-keken-de-beide-muskes-noar-beneden,0.7202781783137363
ED_aapmoal,HS-t-zol-din-mor-n-koale-boudel-worden,0.78132830581004
ED_aapmoal,RB-zij-wollen-der-toch-es-op-of-om-te-kieken-of-dat-knusse-behuzinkje-wat-veur-heur-weden-zol,0.8144129519906016
ED_aapmoal,RB-de-ledders-werden-tegen-de-schoel-aan-zet-en-doar-moeken-de-mannen-de-slingers-en-vlagjes-aan-vaast,0.7450248083945554
ED_aapmoal,OV-toun-stoapelden-ze-holt-rondom-de-popkes-en-staken-dat-ien-brand,0.8080654546148441
ED_aapmoal,GD-t-leek-wel-of-e-haildal-licht-wor,0.7370944676712872
ED_aapmoal,HS-mor-daandere-bloumbollen-raipen-dat-t-nog-veuls-te-kold-was,0.7901238869773332
ED_aapmoal,GD-wat-mos-ze-den-wensen,0.7313284442449591
ED_aapmoal,RB-elk-gaait-noar-zien-aigen-huus-tou,0.7613818890745516
ED_aapmoal,HS-ze-dee-t-roam-op-n-kier-en-kroop-noar-boeten,0.7019942035801199
ED_aapmoal,OV-der-waren-gonnent-donkerbroen-en-enkelen-waren-roodachteg-broen,0.7431069870521994
ED_aapmoal,GD-aan-de-kaande-stonden-de-pabbe-en-moeke-van-t-jonkje,0.754207180864611
ED_aapmoal,GD-mit-zien-staarke-tanden-trok-hai-t-jonkje-aan-de-kleren-uut-t-wotter,0.7427822408300973
ED_aapmoal,OV-zai-vuilde-heur-din-zo-allinneg,0.776491625781347
ED_aapmoal,GD-dou-gingen-de-mensen-weer-zitten,0.7311414701311305
ED_aapmoal,HS-wat-is-n-toen-zunder-noakende-wiefkes,0.7263183446557109
ED_aapmoal,RB-ze-mossen-alles-goed-zien-kennen,0.735068549651456
ED_aapmoal,HS-bie-borg-zat-ales-op-slot,0.7612889409259836
ED_aapmoal,HS-dat-ze-ook-wel-noar-boeten-konden,0.7507413697370077
ED_aapmoal,RB-kinder-stoan-op-n-kloetje-op-pad,0.6926070070452953
ED_aapmoal,RB-toen-ze-es-n-keer-over-t-dorp-vlogen-zaggen-ze-n-mooie-doevetil-op-t-schoelplein-stoan,0.796622975983794
ED_aapmoal,GD-inains-lag-ze-weer-op-berre-en-dou-ze-heur-ogen-open-dee-was-t-nog-routduuster,0.7353816432990983
ED_aapmoal,GD-of-n-swaart-schoap-zuiken-tussen-n-haile-bulde-witten,0.7791387153405787
ED_aapmoal,HS-zag-n-swaart-gat,0.7308008517809519
ED_aapmoal,HS-wat-zollen-widde-wieven-hier-nou-toch-te-zuiken-hebben-docht-els,0.7583706089019948
ED_aapmoal,RB-anerdoagsoavends-kwammen-der-n-poar-mannen-met-ledders-t-schoelplein-opzetten,0.7830366216680487
ED_aapmoal,HS-wie-goan-votdoadelk-noar-kelder,0.723172545065432
ED_aapmoal,HS-pak-ons-mor-bie-haand,0.7330546826642411
ED_aapmoal,HS-en-hilden-ale-bloumbollen-heur-wintersloap,0.752066917052929
ED_aapmoal,RB-as-moeke-aan-t-siepels-snieden-is-den-het-ze-troanen-in-dogen,0.7200283452791998
ED_aapmoal,OV-dou-der-zes-eetlepels-waarme-melk-bie,0.7946254046424935
ED_aapmoal,GD-mor-t-is-gain-gewone-staine,0.7531941792843795
ED_aapmoal,HS-as-der-din-zon-lozze-bult-zaand-aarns-in-t-gras-lag,0.7480899918984548
ED_aapmoal,HS-ales-beter-as-hier-mor-wat-in-t-duuster-te-liggen-nait,0.7568535398519449
ED_aapmoal,GD-dou-was-der-meziek-in-de-koele-onder-de-hege,0.7463752261664123
ED_aapmoal,HS-doe-kinst-dien-haile-leven-nog-op-t-nust-liggen,0.7152200108814011
ED_aapmoal,OV-wie-goan-kieken-hou-ze-worden-binnen,0.7218043438446624
ED_aapmoal,HS-doarnoa-konden-ze-heur-zulf-wel-wieder-redden,0.8027118337238806
ED_aapmoal,GD-wat-n-prachtege-swieniegel-was-dat,0.738059700910664
ED_aapmoal,HS-woarom-zollen-zai-din-nog-laanger-onderdak-blieven,0.7451206651034239
ED_aapmoal,GD-de-keunk-hong-hom-om-wiert-zien-nekke,0.6920051535351435
ED_aapmoal,RB-want-den-glieden-dmensen-derover-uut,0.7219266815263056
ED_aapmoal,OV-en-dus-mouken-ze-nog-meer-popkes,0.7366508406853005
ED_aapmoal,GD-paulien-kreeg-n-dikke-bos-bloumen-mit-laange-blaauwe-linten-der-aan,0.7599683756146871
ED_aapmoal,OV-dizze-keer-waren-summegen-prachteg-gitzwaart-worden,0.7997040603689007
ED_aapmoal,RB-dan-warren-ze-hier-n-schofke-om-e-deur-en-dan-weer-op-n-hiel-aner-stee,0.7745525454624607
ED_aapmoal,HS-els-stopte-gaauw-heur-drankje-onder-in-t-naachtkastje,0.7275966354163503
ED_aapmoal,GD-achteraan-in-dtoene-ston-n-hege,0.757797154378073
ED_aapmoal,HS-bie-hoes-brochten-ze-t-wichtje-noar-t-sloapkoamerroam,0.7265232287218701
ED_aapmoal,GD-uut-nijsgiereghaid-runde-t-hondje-noar-de-viever-in-t-paark,0.7527584631904702
ED_aapmoal,HS-din-beleefst-teminnent-wat,0.7193711823614246
ED_aapmoal,HS-daip-onder-dekens-kroepen,0.7378645199900535
ED_aapmoal,HS-kropen-ze-wel-van-zien-rug-of-en-zollen-heur-deur-bult-hin-vrozzeln,0.7638846330760218
ED_aapmoal,RB-dkinder-op-school-ploagen-hom-doarmit,0.7658114056022968
ED_aapmoal,HS-hou-mos-zai-derin-komen,0.7371588354769584
ED_aapmoal,HS-en-hil-heur-stief-aan-klaiden-vaast,0.7377056091072488
ED_aapmoal,RB-ze-trekken-kroezen-boven-dogen,0.7502113864938675
ED_aapmoal,RB-ik-krieg-ook-honger,0.7165594780192652
ED_aapmoal,OV-ik-heb-n-plan-n-hail-schier-plan,0.7220309726799399
ED_aapmoal,GD-en-ain-van-zien-stroalen-vuil-op-de-mooie-widde-staine,0.7752477206634096
ED_aapmoal,GD-hier-zit-ter-aine,0.7421097909284098
ED_aapmoal,HS-van-smorns-vroug-tot-soavends-loat,0.8585746480727113
ED_aapmoal,HS-din-was-t-onder-grond-nog-veul-duusterder-as-aans,0.776118241388594
ED_aapmoal,GD-en-bie-dij-hege-ston-n-swieniegel,0.7797619992258744
ED_aapmoal,OV-an-alle-huze-in-de-straote-hangt-vlaggen,0.8001826483076583
ED_aapmoal,RB-wel-n-asemmer-omschopt-dut-nait-meer-mit,0.7539229803456418
ED_aapmoal,HS-dat-ze-hier-in-borg-waren,0.7547553972465648
ED_aapmoal,HS-dij-hier-nait-veur-eerste-keer-kwamen,0.7060440290979215
ED_aapmoal,GD-ze-wazzen-even-stiekom-mit-heur-baaident-aan-t-smikkeln,0.7330950598899217
ED_aapmoal,OV-kook-de-melk-ien-n-pannetje,0.7245884550106574
ED_aapmoal,GD-zien-boas-ston-hoog-op-n-ledder-t-huus-te-vaarven,0.806968009502425
ED_aapmoal,GD-soavends-dou-paulien-op-berre-mos-luit-ze-hom-aan-moe-zain,0.8247858554458148
ED_aapmoal,GD-pa-en-moe-en-oma-mozzen-der-haard-om-laggen,0.8606491189710295
ED_aapmoal,OV-zee-snapt-t-neet-haildail,0.7334254734261314
ED_aapmoal,HS-as-t-echte-leventege-mensen-waren-kwamen-ze-wel-achter-ons-aan,0.7582789870040867
ED_aapmoal,RB-t-wer-aal-mooier,0.8624649300491902
ED_aapmoal,HS-veurlopeg-even-nait,0.7501640648096874
ED_aapmoal,GD-zulfs-zien-koppie-muik-hai-hailmoal-wit,0.758701290661655
ED_aapmoal,HS-hail-wies-noakende-wiefkes-te-bluien,0.7675750981950668
ED_aapmoal,RB-ze-vladderden-hiel-driest-op-de-til-of,0.7355628901093813
ED_aapmoal,RB-hai-schudt-mit-zien-kop,0.7017382240535532
ED_aapmoal,HS-mor-dij-koale-bomen-stoan-doar-zo-roar,0.8094114006928966
ED_aapmoal,HS-en-k-kin-nog-laank-nait-sloapen,0.7394200974155825
ED_aapmoal,HS-geef-els-mor-n-sloapmutske-mit-veur-thoes,0.7751963374621208
ED_aapmoal,GD-der-was-ais-n-jonkie-dat-geern-dreumen-wol-mor-nait-dreumen-kon,0.8491778101562606
ED_aapmoal,RB-hiel-veurzichteg-gingen-ze-der-ien-en-keken-heur-de-oogjes-uut,0.7684414467676992
ED_aapmoal,GD-gelokkeg-scheen-de-moane-mit-volle-wangen,0.8070723044318242
ED_aapmoal,HS-kloeten-waren-haard-en-boeten-wast-kold,0.8591081124878689
ED_aapmoal,RB-twee-lutje-muskes-zwonden-mor-wat-om,0.8073238680675883
ED_aapmoal,RB-t-kon-wel-feest-weden,0.7199032822246074
ED_aapmoal,OV-nou-hebben-we-genog,0.8225900631562235
ED_aapmoal,OV-ienainen-kreeg-ze-n-idee,0.7615281300310613
ED_aapmoal,RB-dij-gruine-bloadjes-luzzen-ons-knientjes-ook-groag,0.8266458430357335
ED_aapmoal,RB-op-dstroat-blieven-ze-stoan,0.736590207465347
ED_aapmoal,RB-t-was-krekt-of-t-hielemoal-veur-heur-beident-moakt-was,0.754823885499873
ED_aapmoal,RB-ze-begunnen-aalbaaident-te-giebeln,0.6978201277373939
ED_aapmoal,GD-ze-zag-der-schitternd-uut-in-heur-klaidje-van-spinnewebdroaden,0.7875279383020499
ED_aapmoal,RB-goud-roaden-wichtje,0.7657327860402554
ED_aapmoal,HS-as-mien-mamme-wait-dak-nait-op-ber-lig-din-is-t-nait-best,0.7524230127737306
ED_aapmoal,GD-mor-de-stroalen-schitterden-zo-dat-t-haile-koamertje-der-licht-van-wor,0.7460250939661313
ED_aapmoal,GD-in-zien-kertonnen-deuze-noast-berre,0.743625749138209
ED_aapmoal,OV-de-volgende-morgen-kins-nog-slagroom-op-toart-spuiten,0.7812331962477596
ED_aapmoal,GD-en-hai-snurkde-n-beetje,0.705719208805403
ED_aapmoal,GD-nou-ston-dat-lutje-hondje-in-de-keuken,0.7140107541795888
ED_aapmoal,RB-allemoal-mooie-koamerkes,0.7922694650845473
ED_aapmoal,RB-de-kinder-kieken-mekoar-aan,0.7086144562069404
ED_aapmoal,HS-mor-der-was-gain-wind,0.7544304319335443
ED_aapmoal,OV-as-de-winter-begon-was-t-op-zien-slimst,0.7772217258606501
ED_aapmoal,GD-doar-mog-e-op-traktaaiern,0.7780807689288707
ED_aapmoal,GD-ze-druigen-golden-schoaltjes-mit-keze-en-siepeltjes-versierd-mit-vlaggies,0.809769234220916
ED_aapmoal,OV-gaais-hom-ook-moaken,0.7969441107877886
ED_aapmoal,HS-t-was-heur-zulfs-nog-te-vris,0.747469752972181
ED_aapmoal,GD-van-wel-hest-dij-kregen,0.7422043135631688
ED_aapmoal,HS-op-n-dag-dou-ale-aandere-bloumbollen-rusteg-lagen-te-sloapen,0.8019673985819813
ED_aapmoal,RB-ze-atten-heur-eerst-es-lekker-zat-en-gingen-toen-mooi-n-beetje-uutrusten,0.7543218567377299
ED_aapmoal,GD-gefeliciteerd-mit-dien-verjoardag,0.7511245537315445
ED_aapmoal,RB-lutje-siepeltjes-smoaken-lekker-op-petat-mit-mayonaize-en-ketchup-derbie,0.7286266963878509
ED_aapmoal,HS-ze-wollen-heur-kop-boven-grond-oetsteken-en-even-vrizze-lucht-happen,0.7586411309311166
ED_aapmoal,GD-verwonderd-heurde-paulien-dat-aan,0.7503667290646258
ED_aapmoal,HS-of-en-tou-woarschaauwde-traain-deur-bie-spoorovergaang-te-toetern,0.7980240656960492
ED_aapmoal,RB-van-de-schoel-noar-de-bomen-veur-t-schoelplein-hing-t-ien-n-ogenblikje-tied-vol-met-slingers-van-pepier,0.8073868145996762
ED_aapmoal,HS-wie-pazen-goud-op-die,0.766408065977042
ED_aapmoal,HS-ze-haren-n-plan-opbedocht,0.7558454879438288
ED_aapmoal,RB-gelukkeg-is-ales-nog-goudkomen,0.7514186207584714
ED_aapmoal,GD-hai-woont-op-n-hail-schier-stee-onder-dhege,0.8007498151297056
ED_aapmoal,RB-ik-goa-ook-noar-huus-tou,0.744210625251446
ED_aapmoal,GD-paulien-legde-staine-op-t-nachtkassie-noast-heur-berre,0.7382824028726913
ED_aapmoal,HS-mor-of-ze-nog-n-moal-weer-mitging,0.761325591982106
ED_aapmoal,HS-en-achterin-stonden-nog-wat-riegen-weckpotten-op-plaank,0.7974146496251685
ED_aapmoal,RB-benaneschil-mout-je-nait-op-dstroat-gooien-hur,0.740942327778179
ED_aapmoal,GD-n-stout-jonkie-was-stiekem-in-t-wotter-goan-mor-hai-kon-nait-ains-zwemmen,0.7908082370687088
ED_aapmoal,HS-toch-was-der-onder-grond-al-wel-wat-loos,0.7475626357488296
ED_aapmoal,GD-loat-ais-zain,0.7138272393430591
ED_aapmoal,HS-of-toch-mor-wieder-kieken,0.7187328963105714
ED_aapmoal,RB-ze-lopen-noar-de-gruinteboer-tou,0.7425602158984235
ED_aapmoal,GD-tegelstroatje-wuir-hailendal-wit,0.7382137083179701
ED_aapmoal,RB-misschien-wollen-ze-heur-hier-wel-uut-joagen,0.7921352112648361
ED_aapmoal,HS-niks-te-zain-vanzulf,0.7724844777270431
ED_aapmoal,GD-t-hondje-ging-der-op-zien-ruggie-in-liggen-en-draaide-zok-om-en-om,0.7762883312101196
ED_aapmoal,HS-en-kregen-nog-wat-sloapdraank-mit-veur-els,0.7203041351310855
ED_aapmoal,HS-stil-ofwachten,0.7142856578661676
ED_aapmoal,OV-loat-dit-drij-minuten-koken,0.733266636311452
ED_aapmoal,RB-k-heb-net-n-lekker-appeltje-opeten,0.7388356486430412
ED_aapmoal,HS-nee-ze-mos-t-heur-wel-verbeeld-hebben,0.7759475589185628
ED_aapmoal,RB-as-hai-weer-stoan-gaait-let-hai-dkinder-zien-benaneschil-zain,0.7676230736420704
ED_aapmoal,RB-mensen-wezen-mets-es-noar-de-mooie-doevetil,0.789291931837901
ED_aapmoal,OV-gonnent-waren-blaik-aandern-waren-rozeachteg-wit-en-weer-aandern-roomwit,0.7922340500585586
ED_aapmoal,OV-nou-zellen-ze-wel-kloar-wezen,0.8032191681626153
ED_aapmoal,RB-de-lutje-muskes-konden-der-niet-over-uut,0.731421603695396
ED_aapmoal,GD-woar-heur-laange-blode-bainen-onderuut-staken,0.7011152483555727
ED_aapmoal,RB-hielemoal-van-neis-vaarfd-rooie-ziekanten-met-n-gruun-dakje,0.8376947879571404
ED_aapmoal,GD-aaltied-wuir-hai-ofblaft-omdat-e-zo-swaart-was,0.7685987303261383
ED_aapmoal,HS-want-ze-konden-toch-nog-nait-in-toen-wezen,0.7884112996109018
ED_aapmoal,RB-benaneschil-verrot-fruit-en-zo-gooi-je-mainsttied-in-n-olde-kertonnen-deus,0.7823317201644207
ED_aapmoal,OV-aal-dizze-kiender-kregen-loater-ook-weer-kiender-en-dij-kiender-ook-weer,0.7779421257589232
ED_aapmoal,HS-ach-tou-k-bin-nog-zo-mooi-aan-t-speulen-nog-eventjes,0.833582189149996
ED_aapmoal,HS-haren-ze-ook-niks-meer-te-schaften-mit-aal-dij-tulpen-en-krookjes,0.755450146066788
ED_aapmoal,GD-wat-prikt-dat-aan-mien-tonen,0.7764403856010478
ED_aapmoal,HS-en-doar-ston-els-zomor-in-dikke-dook-op-stroat,0.7644067357580558
ED_aapmoal,RB-hai-pakt-dappels-uut-n-kist-dut-ze-in-n-puut-en-gaait-ze-wegen-op-n-weegschoal,0.8269868174862427
ED_aapmoal,GD-eerst-hail-zachies-bewogen-heur-handen-over-de-toetsen,0.7972797274351612
ED_aapmoal,OV-hail-goud-ruiern-zodat-der-gain-kloetjes-meer-ien-zitten,0.7518987528320047
ED_aapmoal,GD-nou-mag-hai-aaltied-mit-heur-mitspeulen-en-dat-vindt-t-routswaarde-hondje-nog-t-mooiste-van-t-haile-verhoal,0.8308785937156519
ED_aapmoal,HS-dat-vertellen-wie-die-loater-wel,0.7475158950046564
ED_aapmoal,OV-dizze-keer-nait-laang-of-kort-mor-der-tussenien,0.743031395344367
ED_aapmoal,GD-en-hai-was-hail-glad,0.7171415787667428
ED_aapmoal,GD-mor-t-mooie-licht-was-vot,0.813791007976723
ED_aapmoal,OV-zee-hebt-ons-bevriejd-en-dat-viere-wiej,0.7921563813695641
ED_aapmoal,GD-hai-sluip,0.7449709438582766
ED_aapmoal,GD-n-swaartwidde-swieniegel-mit-n-broen-neusie,0.7253257350607125
ED_aapmoal,HS-wat-broene-bloaren-lagen-as-n-deken-over-grond,0.7322966031475774
ED_aapmoal,HS-dou-ze-toch-weer-in-heur-bedje-kroepen-wol,0.8275847754707489
ED_aapmoal,GD-ze-keek-ais-bie-zok-laangs,0.7018554698284838
ED_aapmoal,GD-ze-wollen-aiglieks-nog-aal-open-blieven,0.7095392482954851
ED_aapmoal,RB-wat-deden-die-mannen-doar-wel,0.7132617533102632
ED_aapmoal,RB-ze-hadden-n-grode-deus-op-t-schoelplein-stoan-en-hielden-doar-slingers-en-vlagjes-uut,0.7554472580451023
ED_aapmoal,RB-mor-hai-maint-der-niks-van,0.7137424118564122
ED_aapmoal,GD-wiert-dronk-zien-bekertje-in-ainmoal-leeg,0.8219105780293801
ED_aapmoal,HS-in-t-veujoar-komt-der-aaltied-van-ales-noar-boven,0.7720319177984332
ED_aapmoal,RB-mit-mekoar-goan-dkinder-kieken-woar-wilco-zit,0.821044299143217
ED_aapmoal,HS-dou-zag-ze-n-vraauwsgezicht-oet-dook-teveurschien-komen,0.7454949995524749
ED_aapmoal,HS-dij-heur-toch-overaal-mit-bemuiden-en-ales-beter-waiten-wollen,0.781342314988332
ED_aapmoal,RB-hai-woont-hailmoal-achteraan-in-dstroat,0.7583228597252161
ED_aapmoal,RB-of-zai-k-der-nait-gezond-uut-meschien,0.7311956515826132
ED_aapmoal,RB-n-allerliefst-mooi-huuske-veur-heur-beident,0.8259307510370943
ED_aapmoal,GD-allainde-n-beetje-klaainer-en-platter,0.747077025912106
ED_aapmoal,GD-haalverwege-de-nacht-zag-ze-inains-dat-moane-deur-heur-roam-keek,0.8527949964063644
ED_aapmoal,OV-vuilden-ze-heur-noeit-meer-ainzoam-en-allinneg,0.8116375145260071
ED_aapmoal,OV-n-beetje-verschillend,0.7175389714896075
ED_aapmoal,HS-en-was-bodem-haard-vroren,0.8096633336456607
ED_aapmoal,HS-k-verveel-mie,0.6980965779378767
ED_aapmoal,GD-mor-hou-paulien-ook-keek-was-gain-moane-te-zain,0.8197205851320489
ED_aapmoal,HS-aanderdoags-was-der-grode-rebulie-in-t-aans-zo-kaalme-dorp,0.7911401783636801
ED_aapmoal,HS-tied-was-tied,0.7317698457518484
ED_aapmoal,GD-en-even-loater-was-t-net-of-ze-optild-wor,0.7821529746431135
ED_aapmoal,RB-tikkie-doun-we-zo-voak,0.7728107401097886
ED_aapmoal,OV-t-was-n-populair-gebak-en-hai-wordt-nog-aal-moakt,0.8544208474326068
ED_aapmoal,HS-mit-prachteg-glaswaark-en-staingoud-laangs,0.7984449340641913
ED_aapmoal,HS-bist-doe-gek,0.7332855281091697
ED_aapmoal,HS-en-zeg-nou-zulf,0.7755109734815524
