query,reference,prediction,mixed_score,KNN,Random Forest,Decision Tree,Naive Bayes,SVM
TTS_HO_leken,GD-op-n-flewailen-kuzzentje-lag-n-golden-medallie-aan-n-rood-zieden-lint,0.89951847784744,0.8398182524235421,0,0,0,0,0
TTS_HO_leken,GD-ze-luip-t-middenpad-deur-en-ale-mensen-begonnen-haard-te-klappen,0.8995170903872548,0.8345009429343264,0,0,0,0,0
TTS_HO_leken,RB-den-slokt-hai-n-moal-of-wat,0.8992577414637691,0.8170442949284965,0,0,0,0,0
TTS_HO_leken,OV-aapmoal-verschillend-mor-aapmoal-prachteg-van-kleur,0.8990642915325168,0.856498846101933,0,0,0,0,0
TTS_HO_leken,OV-loat-we-nog-n-poar-moaken,0.8986657499390959,0.8508957665999008,0,0,0,0,0
TTS_HO_leken,RB-zij-wollen-der-toch-es-op-of-om-te-kieken-of-dat-knusse-behuzinkje-wat-veur-heur-weden-zol,0.8968742868940129,0.8393349696508053,0,0,0,0,0
TTS_HO_leken,HS-wat-broene-bloaren-lagen-as-n-deken-over-grond,0.8940603123183908,0.8812905180278553,0,0,0,0,0
TTS_HO_leken,OV-dou-der-zes-eetlepels-waarme-melk-bie,0.8933813529187536,0.9106436159461162,1,1,1,0,0
TTS_HO_leken,HS-en-lekker-dreumen-over-van-ales-en-nog-wat,0.8923573209133773,0.8717884591720986,0,0,0,0,0
TTS_HO_leken,OV-hai-is-slim-lekker,0.8916432939270166,0.8692377469601125,0,0,0,0,0
TTS_HO_leken,HS-noakende-wiefkes-wollen-noamelk-noar-boeten-tou,0.8910812804118142,0.8615450282147159,0,0,0,0,0
TTS_HO_leken,HS-en-dou-mozzen-ze-nog-n-poar-treden-noar-kelder-tou,0.8908103135179486,0.8633874499911971,0,0,0,0,0
TTS_HO_leken,RB-mit-mekoar-goan-dkinder-kieken-woar-wilco-zit,0.8906923366293484,0.8490731728565332,0,0,0,0,0
TTS_HO_leken,GD-ze-keek-noar-t-nachtkassie-mor-kon-de-staine-nait-zain,0.8899815859981854,0.8252694488614113,0,0,0,0,0
TTS_HO_leken,RB-den-goan-dkinder-ofpotten-wel-hom-wezen-mout,0.8894356196648424,0.8843155248005514,1,1,1,0,0
TTS_HO_leken,RB-lutje-siepeltjes-smoaken-lekker-op-petat-mit-mayonaize-en-ketchup-derbie,0.8885164230996956,0.8382563032112582,0,0,0,0,0
TTS_HO_leken,GD-wat-mos-ze-den-wensen,0.8881023748721394,0.8226297924661538,0,0,0,0,0
TTS_HO_leken,GD-mit-steert-tussen-de-pootjes-luip-hai-den-mor-weer-vot-en-jankde-zachies-veur-zok-uut,0.8880847701136503,0.8523663268829268,0,0,0,0,0
TTS_HO_leken,GD-gelokkeg-scheen-de-moane-mit-volle-wangen,0.8872283749872618,0.8371891823303771,0,0,0,0,0
TTS_HO_leken,OV-d-in-mout-we-doar-votdoadelk-mit-aan-gang,0.8872095659151011,0.8218274592612702,0,0,0,0,0
TTS_HO_leken,RB-de-lutje-muskes-konden-der-niet-over-uut,0.8870445008035878,0.8511655239553807,0,0,0,0,0
TTS_HO_leken,RB-de-beide-muskes-warren-toch-zo-bliede-dat-ze-al-kwetterend-n-poar-rondjes-boven-t-schoelplein-vlogen,0.8860851454846036,0.846660672400373,0,0,0,0,0
TTS_HO_leken,HS-wat-is-n-toen-zunder-noakende-wiefkes,0.8859854907153012,0.8712733344125175,0,0,0,0,0
TTS_HO_leken,HS-ze-leken-nait-kwoad,0.8855974937385959,0.8782492075230808,0,0,0,0,0
TTS_HO_leken,OV-zee-hebt-ons-bevriejd-en-dat-viere-wiej,0.8849500796202324,0.8108555074692485,0,0,0,0,0
TTS_HO_leken,GD-hai-leek-wel-n-kloune-braaigoaren-zo-zachte-en-zo-rond,0.8848294098321386,0.8784905880205595,0,0,0,0,0
TTS_HO_leken,GD-opa-lagde-nait,0.8837225100224664,0.8408483031163939,0,0,0,0,0
TTS_HO_leken,GD-net-of-der-n-lampie-in-brandde,0.8826556978006106,0.7974178262381884,0,0,0,0,0
TTS_HO_leken,GD-t-hondje-ging-der-op-zien-ruggie-in-liggen-en-draaide-zok-om-en-om,0.8817170016891742,0.8449342018173528,0,0,0,0,0
TTS_HO_leken,HS-ze-deden-niks-aans-as-sloapen,0.8811531854630229,0.8718934256575593,0,0,0,0,0
TTS_HO_leken,RB-goenent-warren-bij-de-iengang-van-t-schoelplein-met-n-ereboog-aan-t-moaken,0.8809579054475184,0.8227509524741019,0,0,0,0,0
TTS_HO_leken,RB-wat-deden-die-mannen-doar-wel,0.8797011109868441,0.8264343968746294,0,0,0,0,0
TTS_HO_leken,HS-hou-mos-zai-derin-komen,0.8791970720249415,0.8362265465831934,0,0,0,0,0
TTS_HO_leken,GD-in-zeuvenhuzen-was-ais-n-routswaart-hondje-dij-nooit-mit-aander-hondjes-mitdoun-mog-as-ze-aan-t-speulen-waren,0.8790849435408794,0.8496915683420969,0,0,0,0,0
TTS_HO_leken,HS-dij-klonk-hol,0.8785784294838436,0.8410055326441305,0,0,0,0,0
TTS_HO_leken,GD-moust-mor-kieken,0.8784628019426474,0.8072780815704768,0,0,0,0,0
TTS_HO_leken,GD-de-keunk-hong-hom-om-wiert-zien-nekke,0.8782358949382283,0.8411001026215694,0,0,0,0,0
TTS_HO_leken,HS-op-n-dag-dou-ale-aandere-bloumbollen-rusteg-lagen-te-sloapen,0.8782122276509012,0.8865071013715605,0,0,0,0,0
TTS_HO_leken,HS-al-was-grond-wel-lekker-zaacht,0.8782072975363621,0.8284139331498278,0,0,0,0,0
TTS_HO_leken,GD-en-hai-snurkde-n-beetje,0.877838800160172,0.8898703104366747,0,0,0,0,0
TTS_HO_leken,GD-en-midden-in-dij-kertonnen-deuze-lag-n-lutje-hondje,0.8778256189421422,0.864619923978938,0,0,0,0,0
TTS_HO_leken,OV-n-beetje-verschillend,0.8775440022027264,0.862166734878346,0,0,0,0,0
TTS_HO_leken,RB-mensen-wezen-mets-es-noar-de-mooie-doevetil,0.8774481434994219,0.9014036476157897,0,0,0,0,0
TTS_HO_leken,OV-en-dus-mouken-ze-nog-meer-popkes,0.8774045752706797,0.8459487048687135,0,0,0,0,0
TTS_HO_leken,RB-dij-gruine-bloadjes-luzzen-ons-knientjes-ook-groag,0.8771635376402711,0.8238869570014232,0,0,0,0,0
TTS_HO_leken,RB-as-moeke-aan-t-siepels-snieden-is-den-het-ze-troanen-in-dogen,0.8769266011260177,0.8236583442846297,0,0,0,0,0
TTS_HO_leken,RB-hiel-veurzichteg-keken-de-beide-muskes-noar-beneden,0.8768500714890943,0.8796433393842328,0,0,0,0,0
TTS_HO_leken,HS-pak-ons-mor-bie-haand,0.8762923562083473,0.7830089925751403,0,0,0,0,0
TTS_HO_leken,HS-ales-beter-as-hier-mor-wat-in-t-duuster-te-liggen-nait,0.8762253116255657,0.865322918769535,0,0,0,0,0
TTS_HO_leken,HS-och-t-zol-wel-n-kestaanjetak-wezen-onnaaierde-ze,0.8751967470306854,0.8691274015540437,0,0,0,0,0
TTS_HO_leken,GD-mor-ik-mout-hom-eerst-nog-luustern-leren,0.8748012591541248,0.8750480861391216,0,0,0,0,0
TTS_HO_leken,GD-en-even-loater-was-t-net-of-ze-optild-wor,0.8742280892801773,0.8732299323055788,0,0,0,0,0
TTS_HO_leken,RB-van-de-schoel-noar-de-bomen-veur-t-schoelplein-hing-t-ien-n-ogenblikje-tied-vol-met-slingers-van-pepier,0.8738986662781119,0.8270403371443639,0,0,0,0,0
TTS_HO_leken,RB-mor-hai-maint-der-niks-van,0.8737582005586968,0.8287404299793013,0,0,0,0,0
TTS_HO_leken,RB-hai-schudt-mit-zien-kop,0.8736052643261586,0.7601296940178264,0,0,0,0,0
TTS_HO_leken,OV-loat-de-toart-ofkoelen-en-zet-hom-n-nacht-ien-de-koelkast,0.8728274345901256,0.8302111676571128,0,0,0,0,0
TTS_HO_leken,HS-wat-kon-ze-nou-toch-bedenken-om-te-doun-ze-verveelde-heur,0.8727877326043266,0.8617943714778876,0,0,0,0,0
TTS_HO_leken,RB-over-zien-wang-kropt-n-dikke-troan,0.8726006514320304,0.8434801821055288,0,0,0,0,0
TTS_HO_leken,RB-hai-pakt-dappels-uut-n-kist-dut-ze-in-n-puut-en-gaait-ze-wegen-op-n-weegschoal,0.8718124561688563,0.9079988828847946,0,0,0,0,0
TTS_HO_leken,HS-daip-onder-dekens-kroepen,0.8708682516764549,0.8693569474472893,0,0,0,0,0
TTS_HO_leken,GD-gelukkeg-haar-n-aander-hond-vanuut-de-veerte-ales-zain,0.8707780182722991,0.8155162408558824,0,0,0,0,0
TTS_HO_leken,HS-en-kregen-smoak-goud-te-pakken,0.8705961061609024,0.823883047642244,0,0,0,0,0
TTS_HO_leken,OV-en-ook-aapmoal-weer-n-beetje-verschillend,0.8699454011528975,0.8447643615229538,0,0,0,0,0
TTS_HO_leken,HS-mor-daandere-bloumbollen-raipen-dat-t-nog-veuls-te-kold-was,0.8695648491332115,0.8248958941106821,0,0,0,0,0
TTS_HO_leken,GD-tegelstroatje-wuir-hailendal-wit,0.8685870231329496,0.8864045452024598,0,0,0,0,0
TTS_HO_leken,RB-tegen-widde-kool-zeggen-wie-ook-wel-van-boeskool,0.8680277191480338,0.831363317095139,0,0,0,0,0
TTS_HO_leken,RB-hai-let-zok-valen-en-koppeltjedoekt-over-de-grond,0.8677863867475253,0.8170689415672197,0,0,0,0,0
TTS_HO_leken,GD-wat-n-prachtege-swieniegel-was-dat,0.8677542360009884,0.8018437672531292,0,0,0,0,0
TTS_HO_leken,GD-en-weg-was-de-grode-schouwburg-mit-mensen,0.8675333567457872,0.8352152130077779,0,0,0,0,0
TTS_HO_leken,HS-en-ze-woarschaauwden-heur-ook-nog,0.8675142971523515,0.8031822381629592,0,0,0,0,0
TTS_HO_leken,GD-woar-waren-heur-mooie-bloumen-mit-de-laange-linten,0.8674247396583903,0.8455525452234128,0,0,0,0,0
TTS_HO_leken,RB-k-bin-gek-op-fruit,0.8667211923463242,0.8218511075369223,0,0,0,0,0
TTS_HO_leken,HS-t-was-wel-dudelk,0.8666046216439902,0.7855668130307584,0,0,0,0,0
TTS_HO_leken,HS-ze-wollen-heur-kop-boven-grond-oetsteken-en-even-vrizze-lucht-happen,0.8659976140459817,0.8661698552301176,0,0,0,0,0
TTS_HO_leken,HS-nee-ze-mos-t-heur-wel-verbeeld-hebben,0.8655414284678216,0.8156665131273911,0,0,0,0,0
TTS_HO_leken,GD-ze-wazzen-even-stiekom-mit-heur-baaident-aan-t-smikkeln,0.8655342266736458,0.852474508419007,0,0,0,0,0
TTS_HO_leken,GD-snommedags-kwammen-opa-en-oma-op-veziede,0.8654146773221268,0.7874722159733835,0,0,0,0,0
TTS_HO_leken,GD-mor-wie-reken-op-die,0.8648761578635339,0.8455706811904058,0,0,0,0,0
TTS_HO_leken,HS-wat-zollen-widde-wieven-hier-nou-toch-te-zuiken-hebben-docht-els,0.8648453987636442,0.8216103721015142,0,0,0,0,0
TTS_HO_leken,HS-dij-heur-toch-overaal-mit-bemuiden-en-ales-beter-waiten-wollen,0.8641464850943381,0.8420646635015215,0,0,0,0,0
TTS_HO_leken,HS-ze-pakte-hom-vaast-en-trok-stain-noar-veuren,0.8632365672834291,0.8133334649370957,0,0,0,0,0
TTS_HO_leken,RB-ik-krieg-ook-honger,0.862085426958396,0.7519974741113765,0,0,0,0,0
TTS_HO_leken,HS-en-dou-kon-ze-der-ook-in,0.8619646268299399,0.7813616566263434,0,0,0,0,0
TTS_HO_leken,RB-tikkie-doun-we-zo-voak,0.8617897853465859,0.8012966364117489,0,0,0,0,0
TTS_HO_leken,RB-toen-ze-es-n-keer-over-t-dorp-vlogen-zaggen-ze-n-mooie-doevetil-op-t-schoelplein-stoan,0.8617539542853511,0.83357440702947,0,0,0,0,0
TTS_HO_leken,RB-as-hai-weer-stoan-gaait-let-hai-dkinder-zien-benaneschil-zain,0.8613885107592054,0.8383538207753259,0,0,0,0,0
TTS_HO_leken,HS-mor-daandere-bloumbollen-raipen-heur-tot-order,0.8611559561702111,0.8407589466207521,0,0,0,0,0
TTS_HO_leken,HS-en-k-kin-nog-laank-nait-sloapen,0.8607316225529276,0.8460682260224939,0,0,0,0,0
TTS_HO_leken,HS-as-t-echte-leventege-mensen-waren-kwamen-ze-wel-achter-ons-aan,0.8606759498635821,0.859165773441091,0,0,0,0,0
TTS_HO_leken,GD-t-leken-net-vogels,0.8606283962542634,0.87928146220358,0,0,0,0,0
TTS_HO_leken,OV-wie-goan-kieken-hou-ze-worden-binnen,0.8588830295001378,0.8097160756812943,0,0,0,0,0
TTS_HO_leken,HS-t-leek-hail-nait-op-n-wit-wief,0.858528786047158,0.8642809903609123,0,0,0,0,0
TTS_HO_leken,RB-de-ledders-werden-tegen-de-schoel-aan-zet-en-doar-moeken-de-mannen-de-slingers-en-vlagjes-aan-vaast,0.8584443506343097,0.8269465050855999,1,1,1,0,0
TTS_HO_leken,HS-oetklaiden-els-most-der-morn-weer-vroug-oet,0.8582236756469934,0.8442859188286024,0,0,0,0,0
TTS_HO_leken,RB-ze-lopen-de-weg-over-noar-n-leegstoand-huus-tou,0.8581457994733042,0.8746545126748645,0,0,0,0,0
TTS_HO_leken,HS-want-ze-haiten-ook-wel-snijklokjes,0.8579583576648422,0.8191041551169939,0,0,0,0,0
TTS_HO_leken,HS-mor-of-ze-nog-n-moal-weer-mitging,0.8570322481034803,0.8307469211289223,0,0,0,0,0
TTS_HO_leken,HS-alle-mooie-koamers,0.8568221192716186,0.7901509528388603,0,0,0,0,0
TTS_HO_leken,GD-midden-in-de-keuken-ston-n-kertonnen-deuze,0.8566897829975775,0.8381509050896522,0,0,0,0,0
TTS_HO_leken,RB-gelukkeg-is-ales-nog-goudkomen,0.8564053529714756,0.8339016355171388,0,0,0,0,0
TTS_HO_leken,GD-dou-gingen-de-mensen-weer-zitten,0.8561500772331999,0.7760944348268094,0,0,0,0,0
TTS_HO_leken,RB-n-doef-ken-je-niet-van-t-ene-stee-noar-t-aner-overplakken-die-moeten-der-zo-vanuut-t-ei-ien,0.8557963930139173,0.8481639807426727,0,0,0,0,0
TTS_HO_leken,HS-mit-prachteg-glaswaark-en-staingoud-laangs,0.8556267308444603,0.8409322120266521,0,0,0,0,0
TTS_HO_leken,GD-zien-boas-ston-hoog-op-n-ledder-t-huus-te-vaarven,0.8549150227188682,0.8306321769766147,0,0,0,0,0
TTS_HO_leken,OV-gaais-hom-ook-moaken,0.854595375570174,0.8059511693041079,0,0,0,0,0
TTS_HO_leken,RB-wel-n-asemmer-omschopt-dut-nait-meer-mit,0.8534041994023384,0.7862219507426808,0,0,0,0,0
TTS_HO_leken,OV-de-volgende-morgen-kins-nog-slagroom-op-toart-spuiten,0.8532255752241196,0.8345981544324109,0,0,0,0,0
TTS_HO_leken,HS-niks-te-zain-vanzulf,0.8530753386763292,0.8376841820332074,0,0,0,0,0
TTS_HO_leken,RB-allemoal-mooie-koamerkes,0.8529681754794367,0.7782403985650598,0,0,0,0,0
TTS_HO_leken,GD-t-leek-wel-of-ze-zo-uut-n-vertelster-stapt-was,0.8529106426299888,0.8921784191954298,0,0,0,0,0
TTS_HO_leken,GD-mor-hou-paulien-ook-keek-was-gain-moane-te-zain,0.8528717123042813,0.8660812159886883,0,0,0,0,0
TTS_HO_leken,HS-haren-ze-ook-niks-meer-te-schaften-mit-aal-dij-tulpen-en-krookjes,0.852840061182891,0.7877679165976588,0,0,0,0,0
TTS_HO_leken,GD-wat-prikt-dat-aan-mien-tonen,0.8527136013261422,0.7985627362784258,0,0,0,0,0
TTS_HO_leken,HS-en-kregen-nog-wat-sloapdraank-mit-veur-els,0.8524605208787379,0.825727475751883,0,0,0,0,0
TTS_HO_leken,HS-zo-ist-ook-oflopen,0.8524184834572535,0.8558038972239199,0,0,0,0,0
TTS_HO_leken,GD-mor-dat-zag-gelokkeg-gainaine,0.8523800626017868,0.8340920246367071,0,0,0,0,0
TTS_HO_leken,HS-din-daansen-wie-der-mit-nkander-tussendeur,0.8521378075622584,0.8118838084212251,0,0,0,0,0
TTS_HO_leken,GD-doar-mog-e-op-traktaaiern,0.8518893509744376,0.8183143669824503,0,0,0,0,0
TTS_HO_leken,HS-hinterdetwinter-in-t-blaikveld-stoan-nou-al-vroug-in-t-veujoar,0.8518564152875236,0.8202748225734636,0,0,0,0,0
TTS_HO_leken,HS-ze-haren-n-plan-opbedocht,0.8517029596929436,0.7946633329917886,0,0,0,0,0
TTS_HO_leken,RB-kiek-mor-ais-in-t-rond-kinder,0.8508349772733512,0.7764923927571602,0,0,0,0,0
TTS_HO_leken,HS-dat-wos-ze-nait-zeker,0.8507976456121519,0.8585146115841056,0,0,0,0,0
TTS_HO_leken,OV-lutje-jonkjes-en-wichtjes-van-klaai-dij-der-ongeveer-net-zo-oetzagen-as-zaizulf,0.8504119048603388,0.8188085461835152,0,0,0,0,0
TTS_HO_leken,HS-kloeten-waren-haard-en-boeten-wast-kold,0.8495096123218554,0.7978424276661037,0,0,0,0,0
TTS_HO_leken,GD-der-was-ais-n-jonkie-dat-geern-dreumen-wol-mor-nait-dreumen-kon,0.8492803246975913,0.83786127742917,0,0,0,0,0
TTS_HO_leken,HS-mor-ze-wollen-t-toch-ook-weer-nait-stiltjes-doun,0.8492729413851052,0.796009859148414,0,0,0,0,0
TTS_HO_leken,HS-hufst-nait-baang-veur-ons-te-wezen-hur-wie-doun-die-niks,0.8488948438765513,0.8632910207846051,0,0,0,0,0
TTS_HO_leken,RB-hielemoal-van-neis-vaarfd-rooie-ziekanten-met-n-gruun-dakje,0.8487666453670681,0.8037439705836139,0,0,0,0,0
TTS_HO_leken,GD-binnen-twij-tellen-lag-e-zulf-ook-in-zien-waarme-nussie,0.8487565711373104,0.8337694742289035,0,0,0,0,0
TTS_HO_leken,RB-hai-vaalt-achterover-op-dgrond,0.8477531940684266,0.788791447860811,0,0,0,0,0
TTS_HO_leken,HS-bie-hoes-brochten-ze-t-wichtje-noar-t-sloapkoamerroam,0.8476164408948526,0.8278549394590663,0,0,0,0,0
TTS_HO_leken,RB-ze-hadden-n-grode-deus-op-t-schoelplein-stoan-en-hielden-doar-slingers-en-vlagjes-uut,0.8475387130500376,0.8329901918634652,0,0,0,0,0
TTS_HO_leken,RB-nou-warren-ze-der-vlak-bij-en-konden-alles-van-hiel-dichtbij-bekieken,0.8466788914992401,0.7740338010475094,0,0,0,0,0
TTS_HO_leken,HS-hail-wies-noakende-wiefkes-te-bluien,0.8466288837726432,0.836874857891214,0,0,0,0,0
TTS_HO_leken,GD-paulien-kreeg-n-dikke-bos-bloumen-mit-laange-blaauwe-linten-der-aan,0.8462838182943598,0.8544535170627262,0,0,0,0,0
TTS_HO_leken,GD-n-haile-gehaimzinnege-hudde-hur,0.8458945262802473,0.8095979923329247,0,0,0,0,0
TTS_HO_leken,RB-ze-atten-heur-eerst-es-lekker-zat-en-gingen-toen-mooi-n-beetje-uutrusten,0.8453910483578388,0.8275023654074835,0,0,0,0,0
TTS_HO_leken,RB-t-was-ja-krekt-n-sprookje,0.8452191809715378,0.8255606105359687,0,0,0,0,0
TTS_HO_leken,GD-nou-ston-dat-lutje-hondje-in-de-keuken,0.8452181263303548,0.8637968413569438,0,0,0,0,0
TTS_HO_leken,RB-de-gruinteboer-staait-mit-n-blaauw-schoet-veur-achter-de-teunbaank,0.8450532373690477,0.8374071331340723,1,1,1,0,0
TTS_HO_leken,RB-as-der-mor-wat-veur-heur-te-vreten-was,0.8450341580399967,0.8324380695497489,0,0,0,0,0
TTS_HO_leken,HS-en-dikke-tulpenbollen-dij-hail-groot-en-staark-waren-zeden-t-zulfde,0.8448324742620008,0.8185229277666858,0,0,0,0,0
TTS_HO_leken,GD-mor-de-stroalen-schitterden-zo-dat-t-haile-koamertje-der-licht-van-wor,0.8446870394562978,0.799199143931093,0,0,0,0,0
TTS_HO_leken,HS-hufst-nait-baang-wezen,0.8443434260530622,0.8750422258202931,0,0,0,0,0
TTS_HO_leken,RB-t-kon-wel-feest-weden,0.8438328572555363,0.8505565426876441,0,0,0,0,0
TTS_HO_leken,HS-dat-leek-heur-zulf-t-beste-tou,0.8435112387650558,0.8762214076681563,0,0,0,0,0
TTS_HO_leken,HS-ze-dee-t-roam-op-n-kier-en-kroop-noar-boeten,0.843509941795924,0.8462531974835765,0,0,0,0,0
TTS_HO_leken,RB-de-drinkbakjes-warren-krekt-bijvuld-zo-t-leek,0.8434881458573158,0.8813046012805138,0,0,0,0,0
TTS_HO_leken,GD-en-doar-zatten-ze-van-smorgens-vroug-tot-soavends-loat-in,0.8434664543651645,0.808485574616527,0,0,0,0,0
TTS_HO_leken,HS-widde-wieven-gingen-in-n-krinkje-stoan-en-vongen-heur-op,0.8425448946516121,0.8074761536198344,0,0,0,0,0
TTS_HO_leken,RB-dan-warren-ze-hier-n-schofke-om-e-deur-en-dan-weer-op-n-hiel-aner-stee,0.842353217155037,0.7909627771400758,0,0,0,0,0
TTS_HO_leken,HS-en-doar-ston-els-zomor-in-dikke-dook-op-stroat,0.8421731818296038,0.8160639910461494,0,0,0,0,0
TTS_HO_leken,HS-dij-hier-nait-veur-eerste-keer-kwamen,0.8413120611925687,0.8213874449113915,0,0,0,0,0
TTS_HO_leken,RB-k-wait-zeker-dat-gainain-mie-vinden-kin,0.8404242785002016,0.8279156562061686,0,0,0,0,0
TTS_HO_leken,OV-as-de-winter-begon-was-t-op-zien-slimst,0.8403711149135464,0.8285384519384348,0,0,0,0,0
TTS_HO_leken,RB-geert-geft-zien-braifie-aan-gruinteboer-appel,0.8401511720573402,0.8449658068789162,0,1,1,0,0
TTS_HO_leken,RB-de-kinder-kieken-mekoar-aan,0.8400027263155487,0.7933410927624251,0,0,0,0,0
TTS_HO_leken,HS-dat-ze-hier-in-borg-waren,0.8390693859807181,0.8089243367791399,0,0,0,0,0
TTS_HO_leken,RB-nou-hewwe-veur-t-feest-de-doevetil-zo-mooi-opvaarfd-en-nou-is-der-gien-doef-te-zien,0.8389593610026734,0.8437328530634408,0,0,0,0,0
TTS_HO_leken,GD-soavends-dou-paulien-op-berre-mos-luit-ze-hom-aan-moe-zain,0.8386251084956081,0.8505769064076841,0,0,0,0,0
TTS_HO_leken,HS-en-wos-persies-wat-der-gebeurd-was,0.8383853068755481,0.7921949134887726,0,0,0,0,0
TTS_HO_leken,GD-wiert-dronk-zien-bekertje-in-ainmoal-leeg,0.8380861904656256,0.8564742582580248,0,0,0,0,0
TTS_HO_leken,GD-en-de-prachtege-klanken-vulden-de-haile-zoal,0.8380493152556364,0.7915375747823399,0,0,0,0,0
TTS_HO_leken,HS-ze-haren-zo-onnaaierd-dat-ze-wel-bie-hom-op-rug-mitvoaren-konden,0.8378893315450484,0.8092399752975181,0,0,0,0,0
TTS_HO_leken,HS-stil-ofwachten,0.8375890338454784,0.8156821660297865,0,0,0,0,0
TTS_HO_leken,GD-paulien-legde-staine-op-t-nachtkassie-noast-heur-berre,0.8370182417367821,0.8350150327633911,0,0,0,0,0
TTS_HO_leken,RB-hiel-veurzichteg-gingen-ze-der-ien-en-keken-heur-de-oogjes-uut,0.8369663569127842,0.8115437051546759,0,0,0,0,0
